trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
127,False,"{'a': 0.005, 'e': 0.8050716964734628}",25,0,-164.98077096049093,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
128,False,"{'a': 0.005, 'e': 0.8020957578842927}",25,0,-85.43892961961711,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.005, 'e': 0.7990997669429512}",20,0,-158.44200048445202,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
130,False,"{'a': 0.005, 'e': 0.7960837985490559}",20,0,-144.91458847902953,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
131,False,"{'a': 0.005, 'e': 0.7930479281016595}",20,0,-62.49489555123215,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
132,False,"{'a': 0.005, 'e': 0.7899922314973651}",25,0,-72.32688660815276,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
133,False,"{'a': 0.005, 'e': 0.7869167851284287}",25,0,-136.28804212518148,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
134,False,"{'a': 0.005, 'e': 0.7838216658808492}",25,0,-44.06112229278232,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
135,False,"{'a': 0.005, 'e': 0.7807069511324468}",20,13,-8.311402113372486,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.005, 'e': 0.7775727187509279}",35,0,-140.15311908124502,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 3}",0
137,False,"{'a': 0.005, 'e': 0.7744190470919388}",25,0,-179.12741993923447,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
138,False,"{'a': 0.005, 'e': 0.7712460149971065}",30,0,-189.60469975094847,"{0: 18, 1: 6, 2: 2, 3: 0, 4: 4}",0
139,False,"{'a': 0.005, 'e': 0.7680537017920684}",20,13,-1.9078885463293327,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.005, 'e': 0.7648421872844884}",25,0,-161.9687288688742,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
141,False,"{'a': 0.005, 'e': 0.7616115517620617}",20,0,-29.154019978840434,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
142,False,"{'a': 0.005, 'e': 0.7583618759905082}",25,0,-31.64330243727757,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
143,False,"{'a': 0.005, 'e': 0.7550932412115529}",20,0,-124.0706677139485,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
144,False,"{'a': 0.005, 'e': 0.751805729140895}",30,0,-93.15366089070329,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
145,False,"{'a': 0.005, 'e': 0.7484994219661651}",25,0,-62.797858375393076,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
146,False,"{'a': 0.005, 'e': 0.7451744023448704}",25,0,-168.71388616382382,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
147,False,"{'a': 0.005, 'e': 0.7418307534023282}",25,0,-159.09294510767867,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
148,False,"{'a': 0.005, 'e': 0.7384685587295879}",30,0,-231.47530247861468,"{0: 15, 1: 6, 2: 4, 3: 1, 4: 4}",0
149,False,"{'a': 0.005, 'e': 0.7350879023813413}",20,0,1.1825152498399403,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.005, 'e': 0.7316888688738209}",30,0,-106.85255122220288,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
151,False,"{'a': 0.005, 'e': 0.7282715431826874}",20,0,-60.737085910040314,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
152,False,"{'a': 0.005, 'e': 0.7248360107409052}",25,15,-19.20249210420348,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
153,False,"{'a': 0.005, 'e': 0.7213823574366063}",30,0,-197.4801835024125,"{0: 21, 1: 1, 2: 2, 3: 2, 4: 4}",0
154,False,"{'a': 0.005, 'e': 0.7179106696109433}",20,9,-28.660581367648348,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
155,False,"{'a': 0.005, 'e': 0.7144210340559314}",25,15,19.564384372359505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.005, 'e': 0.7109135380122773}",25,15,0.3417545559873727,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.005, 'e': 0.7073882691671998}",20,0,-59.29435398973642,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
158,False,"{'a': 0.005, 'e': 0.7038453156522361}",25,0,-37.9350351070357,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
159,False,"{'a': 0.005, 'e': 0.7002847660410397}",20,0,-53.01846907801451,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
160,False,"{'a': 0.005, 'e': 0.6967067093471654}",20,9,-31.10037815403893,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
161,False,"{'a': 0.005, 'e': 0.6931112350218442}",25,0,-50.555831980638494,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
162,False,"{'a': 0.005, 'e': 0.689498432951747}",20,0,-62.65590053324977,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
163,False,"{'a': 0.005, 'e': 0.6858683934567373}",20,0,-73.92963603908524,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
164,False,"{'a': 0.005, 'e': 0.6822212072876135}",20,13,-2.480032129451513,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.005, 'e': 0.6785569656238398}",20,0,-46.30028967116405,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
